,text,label
1248,HI HUN NOT TELL SORRY 4 ME HOPE U AVA RANG IT MITE B SORTED BUT IL EXPLAIN ON MON x ,normal
5253,Please tell car keys purse ,normal
1148,I driving Raining Then get caught e station ,normal
5554,Well keep mind I got enough gas one round trip barring sudden influx cash ,normal
1594,Never blame day life Good days give u happiness Bad days give u experience Both essential life All Gods blessings good morning ,normal
1549,Dude snake He got old got buff ,normal
5312,Here got favorite oyster N got favorite lar dun say already Wait stomach start rumbling ,normal
4109,Yo gonna still stock tomorrow today I trying get ,normal
3368,Sorry gone place I tomorrow Really sorry ,normal
3372,Looks like found something smoke great job ,normal
5231,I busy guy trying bother I get exams outta way try cars Do day ,normal
5230,Nope I still market ,normal
3909,She good She wondering wont say hi smiling So coping long distance ,normal
3999,This 2nd time tried contact u U 400 prize 2 claim easy call 087104711148 NOW Only per minute BT national rate ,spam
3521,sorry bout last nite fault spouse U I think u ,normal
1196,What said matter My mind saying matter ,normal
1812,Getting tickets 4 6 march My mate getting sat ill pay treat Want 2 go Terry ,normal
799,Gimme gt minutes ago ,normal
2342,Double Orange 1 2 price Motorola B Tooth FREE Nokia FREE Call 08000839402 ,spam
428,7 esplanade Do mind giving lift cos got car today ,normal
2574,Your next amazing xxx video sent enjoy If one enough text back keyword get next video ,spam
673,Ditto And worry saying ANYTHING anymore Like said last night whatever want Peace ,normal
1034,ZOE IT JUST HIT ME 2 FUCKING MYSELF IL TRY MY HARDEST 2 CUM U MILLIONS ,normal
2865,Smith waste wanna ,normal
1334,Oh A half hour much longer Syria Canada eh Wow must get SO much work done day us extra time grins ,normal
853,AH POOR BABY HOPE OVERDOSE OF WORK HEY GO CAREFUL 2 U SN LOTS OF XXX ,normal
1762,Sometimes Heart someone Very much Forgets someone soon Heart like everyone But liked ones Remembered ,normal
346,Dis I jus saw mail In case sent u Dis ,normal
2015,Just read I shame tell takes runs I blame u 4 ever Not really 4 ever long time ,normal
1702,I lost 10 kilos today ,normal
993,The Xmas story peace The Xmas love The Xmas miracle blessed month ahead amp wish U Merry Xmas ,normal
5197,I like cheap But happy splash wine makes feel better ,normal
2302,We make baby yo tho ,normal
564,Fuck babe I miss already know Can let send money towards net I need I want I crave ,normal
4947,Hi Amy sending free phone number couple days give access adult parties ,spam
1247,Horrible gal Me sch stuff How come u got ,normal
307,yes Our friendship hanging thread cause u buy stuff ,normal
3069,I wait till 2 bus pick ,normal
3996,Bored housewives Chat n date 0871750 77 11 BT national rate min landlines ,spam
3769,Love The girls office may wonder smiling sore ,normal
2089,No I give everything want need You actually could better got money I get work get man pay rent even fill fucking gas tank yes stressed depressed I even call home thanksgiving tell nothing ,normal
4729,I know ask brother Nothing problem thing Just told ,normal
4697,Don whats plan ,normal
1430,Don look back building coat want get sick Just hurry home wear coat gym ,normal
5282,I gone get info know ,normal
5297,My darling sister How When school resuming Is minimum wait period reapply Do take care ,normal
483,Thank baby I cant wait taste real thing ,normal
3656,Studying But free next weekend ,normal
4240,Detroit The home snow Enjoy ,normal
3207,Oops phone died I even know Yeah I like better ,normal
3946,Sorry went bed early ,normal
2361,Hi I sorry missed call Can call back ,normal
4492,grins I babe thanks thinking ,normal
869,What U want Xmas How 100 free text messages new video phone half price line rental Call free 0800 0721072 find ,spam
1712,turns stereo love mi phone unknown album ,normal
1525,find aunt ,normal
2801,And smile right go world wonder smiling think crazy keep away grins ,normal
2682,I got call landline number I asked come anna I go afternoon ,normal
3496,Oh grand bit party mention cover charge probably first come first served ,normal
115,As I entered cabin PA said Happy B day Boss I felt special She 4 lunch After lunch invited apartment We went ,normal
4005,FINE BABES BEEN UP 2 MUCH THO SAW SCARY MOVIE YEST ITS QUITE FUNNY WANT AFTERNOON AT TOWN OR MALL OR xx ,normal
5015,Hey gals U wanna meet 4 dinner ,normal
1126,Not tonight mate Catching sleep This new number way ,normal
4372,Me fine fine ,normal
4637,Captain comedy captain drunken ,normal
61,Ha ha ha good joke Girls situation seekers ,normal
5195,Darren saying dat u meeting den dun meet 4 dinner Cos later u leave feel awkward Den u meet 4 lunch ,normal
3594,Huh cant go 2 house empty handed right ,normal
566,bed ridden What YOU thinking ,normal
3256,No told going got drunk ,normal
3601,Cps causing outages conserve energy ,normal
3787,Want funk weekly new tone reply 2 text ringtones co original n best Tones network operator rates apply ,spam
4856,Thanks Or bomb date phone wanted say ,normal
5161,I need cash Hurry come I crash ,normal
3104,Or remind hrs ,normal
2199,Not sure I stomach ,normal
4786,wat eat tonight ,normal
617,For family happiness ,normal
3789,I love You know Can feel Does make belly warm I wish love I shall meet dreams Ahmad adoring kiss ,normal
3182,Dunno cos got card got 20 4 salon called hair sense tot one cut hair ,normal
1826,Dude What How Teresa Hope okay When hear people called received package since dec gt Just like know Do fantastic year best reading Plus really really first aid work done ,normal
1888,No On way home So long dry spell season would ,normal
5557,No I meant calculation That gt units gt This school really expensive Have started practicing accent Because important And decided dental school exam ,normal
4574,Not directly behind 4 rows behind ,normal
3951,Me hungry buy food good lei But mum n dun wan buy little bit ,normal
1295,TELL HER I SAID EAT SHIT ,normal
607,I meant say cant wait see u getting bored banter ,normal
4976,A boy late 2 home His father POWER OF ,normal
2027,No got new job bar airport 4 hour means lie keep touch ,normal
3229,I feel like dick I keep sleeping texts messages Sup town ,normal
88,I really still tonight babe ,normal
1661,You coming home class right I need work shower ,normal
2439,11 48 Well bright early morning ,normal
4894,Want latest Video handset 750 anytime network Half price line rental Reply call 08000930705 delivery tomorrow ,spam
4128,Me Once get job ,normal
73,K k performed ,normal
3827,Where What Are working getting pc mom Did find spot would work I need ,normal
4593,I good time Its nice something bit different weekends change See ya soon ,normal
354,gt MINUTES WAS 5 MINUTES AGO ,normal
25,Just forced eat slice I really hungry tho This sucks Mark getting worried He knows I sick I turn pizza ,normal
1530,I think well settled ,normal
4641,You ripped Get mobile content com call 08717509990 poly true Pix Ringtones Games six downloads 3 ,spam
2383,Your pussy perfect ,normal
670,Ho ho big belly laugh See ya ,normal
883,Dude go sup ,normal
1778,7 wonders My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur 1st Ur Lovely Friendship good morning dear ,normal
435,The message sent gt dollars pay gt gt ,normal
4031,I happy babe Woo hoo party dude ,normal
4799,cool take gonna buy drop place later tonight Our total order quarter got enough ,normal
3152,I tagged MY friends seemed count YOUR friends ,normal
2152,Hi kindly give us back documents submitted loan ,normal
5433,You gonna way specific ,normal
2876,twenty past five said train already coz reserved seat ,normal
2737,Hi tried calling u unable reach u Pl give missed cal u c ,normal
4778,O cant see join Or want alone time ,normal
2213,today late Because back pain ,normal
1368,Alright I good night ,normal
1943,I got lousy sleep I kept waking every 2 hours see cat wanted come I worry cold ,normal
3982,Nationwide auto something like Newport road I liked ,normal
3988,Anyway cant get tickets cos like quite late already U wan 2 go look 4 Darren ,normal
3549,Dad wanted talk apartment I got late start ,normal
4948,I bus way ,normal
1770,show How far Put new pictures ,normal
3006,Ah see You lingo I let know wot earth finished making ,normal
2689,Ya c gt reply u ,normal
4988,So telling I real Valentine I U never pick NOTHING ,normal
2565,I told I Dr next week She thinks I gonna die I told check Nothing worried But listen ,normal
1708,How What keeps coming Queen ache speak Miss ,normal
5416,My slave I want take 2 3 pictures today bright light cell phone Bright light ,normal
3813,Can Dunno wat get 4 ,normal
1621,Living simple Loving also simple Laughing simple Winning simple But SIMPLE difficult ,normal
2258,Sad story Man Last week b day My Wife wish My Parents forgot n Kids I went work Even Colleagues wish ,normal
1355,Convey regards ,normal
1825,Wat makes people dearer de happiness dat u feel u meet de pain u feel u miss ,normal
3526,Should send naughty pix ,normal
3986,Ringtone Club new polys direct mobile every week ,spam
4897,Oh fuck sake like ,normal
3773,But bag ,normal
2993,No idea I guess work hour supposed leave since usual nobody interest figuring shit last second ,normal
5172,text tonight see ,normal
5321,problem Yup going sch 4 rem correctly ,normal
3020,Am film ill call later ,normal
2465,S think waste ,normal
3432,Christmas An occasion Celebrated Reflection UR Values Desires Affections amp Traditions Have ideal Christmas ,normal
3181,My Parents My My Friends n My Colleagues All screaming SURPRISE I waiting sofa NAKED ,normal
3865,Theoretically yeah could able come ,normal
917,When people see They think addicted They wrong They know addicted sweet Friends ,normal
445,Sorry battery died I come I getting gram place ,normal
3535,cos n sis got lunch today dad went So dunno whether 2 eat sch wat ,normal
1578,How Make girl Happy It difficult make girls happy U need 1 A friend 2 Companion 3 Lover 4 Chef gt Good listener gt Organizer gt Good boyfriend gt Very clean gt Sympathetic gt Athletic gt Warm gt Courageous gt Determined gt True gt Dependable gt Intelligent gt Psychologist gt Pest exterminator gt Psychiatrist gt Healer gt Stylist gt Driver ,normal
4493,Man bus slow I think gonna get ,normal
4048,Yeah impression I got ,normal
3504,life pole ,normal
2602,So gonna get access ,normal
4490,My friend studying planned go shopping concert may canceled seen ages yeah get together sometime ,normal
1009,Dear Hero leaving apt opportunity keep touch EMAIL gt ,normal
2156,Hey cutie How goes Here WALES kinda There like hills shit still killed ,normal
5129,Rose red red blood blood heart heart u But u Send friends Including If u like If u get back 1 u r poor relation 2 u need 1 support 3 u r 2 many 4 u 5 praying god marry u try ,normal
173,Bloody hell cant believe forgot surname Mr Ill give u clue begins ,normal
1256,Not yet going room bus ,normal
128,HEY GIRL HOW R U HOPE U R WELL ME AN DEL R AGAIN LONG TIME NO C GIVE ME A CALL SUM TIME FROM ,normal
2933,Yup n I meeting 730 ,normal
5186,I uploaded mine Facebook ,normal
1491,Your account credited 500 FREE Text Messages To activate word CREDIT No 80488 T Cs 80488 biz ,spam
1718,As missionary hook doggy hook standing ,normal
4944,Anyway I think I secure anything lemme know want drive south chill ,normal
4934,Hey babe going Did ever figure going New Years ,normal
2120,spotty anyway thing I remember research province sterling problem free places looked ,normal
4327,Congrats 2 mobile Videophones R call 09061744553 mates play java games music ,spam
509,Your opinion 1 Over 2 3 4 Lovable 5 Silent 6 character 7 Not matured 8 Stylish 9 Simple reply ,normal
2895,Double 1000 Orange tariffs Latest Motorola Nokia Bluetooth FREE Call 08000839402 ,spam
5532,happened adventuring ,normal
4162,I told coming ,normal
4711,cool princess I cover face hot sticky cum ,normal
5054,Am train back afraid I staying today ho ho Will around though Do fancy comedy club week way ,normal
2025,Yes obviously eggs pert potato head Speak soon ,normal
778,Happy New year dear brother I really miss Just got number decided send text wishing happiness ,normal
465,great princess I love giving receiving oral Doggy style fave position How I enjoy making love gt times per night ,normal
5494,Cool shall go see go tip anyway Are home got something drop later So lets go town tonight Maybe mum take us ,normal
1602,pa Nothing problem ,normal
3537,We pleased inform application Broadband processed successfully Your installation happen within 3 days ,normal
2235,Si plaid album quite new hilarious also comp ,normal
2875,Fuck cedar key fuck come anyway tho ,normal
523,That rude campus ,normal
4451,I told everything stop Just let get dehydrated ,normal
3634,It make cry It stuff happens top everything else pushes edge You often cry sorry sorry life ,normal
